Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
SUD;CALABRIA;VV;18102048;T2GH; ;M138;ZACCANOPOLI;R;'ZONA AGRICOLA';R1;VV00001719;0;Non presente;;1;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;B;'VIA LAMPASI, C. ALVARO, CASTELLO, MANCINI, ORTI';B1;VV00000680;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;D;'CONTRADA SPAIARITI, DERANZA, BONAMICO';D1;VV00000681;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;D;'VIA DE ROSA, CONTRADA CONTURA SOPRA, PALOMBARO';D2;VV00001720;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;D;'LOCALITA' CHIUPPA';D3;VV00001721;21;Abitazioni di tipo economico;N;2;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;E;'CONTRADA MADAMA, POTAME, MARINA, PRISCOPIO';E1;VV00001722;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102049;T2GJ; ;M143;ZAMBRONE;R;'ZONA AGRICOLA';R1;VV00001723;0;Non presente;;2;
SUD;CALABRIA;VV;18102050;T2GK; ;M204;ZUNGRI;B;'VIA UMBERTO I, DE AMICIS, KENNEDY, STRETTO, MADONNA DELLA NEVE';B1;VV00000684;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102050;T2GK; ;M204;ZUNGRI;D;'VIA LEVATO, ROMA, RIONE CROPANI, CONTRADA SOTTOFONTANE';D1;VV00001724;21;Abitazioni di tipo economico;N;1;
SUD;CALABRIA;VV;18102050;T2GK; ;M204;ZUNGRI;R;'ZONA AGRICOLA';R1;VV00001725;0;Non presente;;1;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'V.PIRANDELLO-1TR PORTA DI MARE-EMPEDOCLE-1TR ACRONE-2TR.V.ATENEA';B1;AG00000027;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'1TR.VIA IMERA-2TR.VIA GIOENI';B2;AG00000002;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'1TR V.CICERONE-S.VITO-DE GASPERI-1TR.PICONE';B3;AG00000454;20;Abitazioni civili;N;3;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'1TR.V.ATENEA-C.BATTISTI-P.ZZA A.MORO-VITT.EMANUELE';B4;AG00000756;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'1TR.V.GIOENI';B5;AG00000757;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'VIALE DELLA VITTORIA-1TR V GIOVANNI XXIII';B6;AG00000758;20;Abitazioni civili;N;3;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;B;'VECCHIO CENTRO STORICO-V.OBLATI';B7;AG00000759;21;Abitazioni di tipo economico;S;1;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;C;'V.BOLOGNA-2TR V.IMERA--V.MANZONI-DANTE-CALLICRATIDE-ESSENETO-STURZO-XXV APRILE';C1;AG00000022;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;C;'V. PAPA LUCIANI';C2;AG00000003;20;Abitazioni civili;N;8;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;C;'V.TORTORELLE-RAPISARDI-PISACANE-MICCA-CAIROLI-PILO-CONFALONIERI-SOLFERINO';C3;AG00000760;21;Abitazioni di tipo economico;S;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;D;'QUADR.SPINASANTA-V.REG.SICILIANA-CIMARRA-MATTARELLA-MAZZINI';D1;AG00000023;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;D;'V.PETRARCA-GAGLIO-GRACEFFO-TONIOLO';D2;AG00000447;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'SAN LEONE-VILLAGGIO PERUZZO';E1;AG00000028;1;Ville e Villini;N;4;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'LOC.TA VILLAGGIO MOSE';E2;AG00000029;20;Abitazioni civili;N;5;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'LOC.TA FONTANELLE';E3;AG00000030;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'LOC.TA MONSERRATO-VILLASETA';E4;AG00000031;20;Abitazioni civili;N;2;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'LOC.TA MONTAPERTO-GIARDINA GALLOTTI';E5;AG00000455;21;Abitazioni di tipo economico;N;8;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;E;'ZONA LIMITROFA ABITATO DI FAVARA (FAVARA OVEST)';E6;AG00000443;21;Abitazioni di tipo economico;N;7;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;R;'ZONA LIMITROFA AL COMUNE DI RAFFADALI';R1;AG00000812;231;Seminativi; ;6;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;R;'CONTRADE SPARSE LATO OVEST';R2;AG00000813;101;Seminativo;;8;
ISOLE;SICILIA;AG;19084001;U2AA; ;A089;AGRIGENTO;R;'CONTRADE SPARSE EST';R3;AG00000814;231;Seminativi;;9;
ISOLE;SICILIA;AG;19084002;U2AB; ;A181;ALESSANDRIA DELLA ROCCA;B;'V.ROMA-V.UMBERTO';B1;AG00000037;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084002;U2AB; ;A181;ALESSANDRIA DELLA ROCCA;C;'VIE PARALLELE/TRAVERSE V.ROMA E UMBERTO';C1;AG00000038;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084002;U2AB; ;A181;ALESSANDRIA DELLA ROCCA;D;'V.NAZIONALE 118-PERGOLE';D1;AG00000039;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084002;U2AB; ;A181;ALESSANDRIA DELLA ROCCA;R;'RURALE';R1;AG00000809;136;Uliveto; ;1;
ISOLE;SICILIA;AG;19084003;U2AC; ;A351;ARAGONA;B;'V.ROMA-C/SO GARIBALDI(CENTRO STORICO DEGRADATO)';B1;AG00000044;21;Abitazioni di tipo economico;S;1;
ISOLE;SICILIA;AG;19084003;U2AC; ;A351;ARAGONA;B;'V.ROMA-C/SOGARIBALDI-VITT EMANUELE';B2;AG00000045;5;Negozi;N;1;
ISOLE;SICILIA;AG;19084003;U2AC; ;A351;ARAGONA;C;'V.RUGGERO VII-ALFIERI-LIBERTA';C1;AG00000046;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084003;U2AC; ;A351;ARAGONA;D;'LOC/TA ZORBA-FONTES EPISCOPI-CARRUBBA-POVEROMO-TRATTO INIZIALE VIA ROMA-E VIE TRAVERSE DI VIA ROMA';D1;AG00000047;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084003;U2AC; ;A351;ARAGONA;R;'RURALE';R1;AG00000806;101;Seminativo; ;1;
ISOLE;SICILIA;AG;19084004;U2AD; ;A896;BIVONA;B;'VIA  PANEPINTO-PORTA PALERMO-ROMA--P.ZZA MARCONI-CASTELLO';B1;AG00000052;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084004;U2AD; ;A896;BIVONA;D;'II TR VIA PORTA PALERMO-IITR PANEPINTO-VIA LUNGA-MOLINO-P.ZZA S.ANTONIO-S.CHIARA-PROLUNGAM SS PER ALESSANDRIA DELLA ROCCA';D1;AG00000053;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084004;U2AD; ;A896;BIVONA;R;'RURALE';R1;AG00000802;136;Uliveto; ;2;
ISOLE;SICILIA;AG;19084005;U2AE; ;B275;BURGIO;B;'V.TRIESTE-VITT EMANUELE- ALONGI';B1;AG00000057;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084005;U2AE; ;B275;BURGIO;D;'V.BELVEDERE-DANNA-DISCESA S.LUCIA-ARCURI';D1;AG00000055;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084005;U2AE; ;B275;BURGIO;D;'V.CONCERIA-S.VITO-CIMITERO-GAREBICI-LEONE';D2;AG00000058;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084005;U2AE; ;B275;BURGIO;R;'RURALE';R;AG00000739;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084006;U2AF; ;B377;CALAMONACI;B;'P.ZZA MATRICE-V.ROMA-CRISPI-C/SO GARIBALDI';B1;AG00000065;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084006;U2AF; ;B377;CALAMONACI;C;'V.BELVEDERE-PIRANDELLO-SCORSONE-TRIESTE';C1;AG00000066;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084006;U2AF; ;B377;CALAMONACI;D;'V.CAVOUR-MANZONI-PAPA GIOV 23-V/LE EUROPA-GRACEFFIO';D1;AG00000067;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084006;U2AF; ;B377;CALAMONACI;R;'RURALE';R;AG00000721;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084007;U2AG; ;B427;CALTABELLOTTA;B;'V.IV NOV-1TR COL.VITA-S.FRANCESCO-P.ZZA UMBERTO';B1;AG00000071;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084007;U2AG; ;B427;CALTABELLOTTA;C;'V.ROMA-BOSCO-2TR COL.VITA-FAVARELLA-GELSO';C1;AG00000072;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084007;U2AG; ;B427;CALTABELLOTTA;D;'V.CAPPUCCINI-S.SEBASTIANO-SICILIA-CONCERIA-TRIOCOLA-SARDEGNA-CALABRIA-V.LE ITALIA';D1;AG00000073;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084007;U2AG; ;B427;CALTABELLOTTA;R;'RURALE';R;AG00000720;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084008;U2AH; ;B460;CAMASTRA;B;'V.VITT.VENETO-VITT.EMANUELE-ALLEGRO-CIMINO-MULE-TRENTO-VRCCHIO-VENEZIA-P.ZZA GARIBALDI';B1;AG00000077;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084008;U2AH; ;B460;CAMASTRA;C;'V.VITT.EMANUELE-CARDUCCI-DIAZ-IV NOVEMBRE-ZARA-P.ZZA GIULIO CESARE-P.ZZA GARIBALDI';C1;AG00000078;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084008;U2AH; ;B460;CAMASTRA;D;'V.VENEZIA-PALMA-CALATAFIMI-CARDUCCI-FIUME-GIOTTO-GALLERANO-MARCONI';D1;AG00000079;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084008;U2AH; ;B460;CAMASTRA;R;'RURALE';R1;AG00000798;129;Vigneto; ;1;
ISOLE;SICILIA;AG;19084009;U2AI; ;B486;CAMMARATA;B;'V.COFFARI-DELLA ROCCA-BOLLARO-ROMA-ARENA-UMBERTO 1-S.ELIGIO-S.MARIA';B1;AG00000082;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084009;U2AI; ;B486;CAMMARATA;D;'V.VENEZIA-C.BATTISTI- MESSINA-ROMA-S.LUCIA';D1;AG00000083;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084009;U2AI; ;B486;CAMMARATA;R;'RURALE';R;AG00000732;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;B;'V.REG.MARG-VITT.EMAN-ROMA-UMBERTO-PALERM0-MONDELLO-XX SETTEMBRE';B1;AG00000090;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;B;'P.ZZATOGLIATTI-TIENAMEN-V.EDISON-VITT.VENETO-GAGARIN-DI VITTORIO-IV NOVEMBRE';B2;AG00000761;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;C;'V.CAVOUR-GARIBALDI-SIRACUSA-REG.ELENA-F.CRISPI-PETRARCA';C1;AG00000697;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;D;'V.FONTANA-MAZZINI-FOGAZZARO';D1;AG00000087;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;D;'V. BOLOGNA-FIUME-TRENTO-TRIESTE- GAETA- V. BORGINISSIMO MONTAGNA';D2;AG00000088;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;D;'V.DI VITTORIO-28 OTTOBRE-AQUILINO';D3;AG00000762;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;E;'LIMITROFA COMUNE DI RAVANUSA';E1;AG00000816;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084010;U2AJ; ;B520;CAMPOBELLO DI LICATA;R;'RURALE';R;AG00000729;0;Non presente; ;3;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'V.CATTANEO-GUERRAZZI-MENOTTI-SPERI-FERRUCCI-CAPPONI-BIXIO-(DA C.SO GARIBALDI A VIA MILANO)-CAVALLOTTI -TEN.RAO';B1;AG00000119;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'V.KENNEDY-REGINA ELENA-REGIONE SICILIANA-CALABRIA-LAZIO-CARRUBBA';B2;AG00000096;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'1.TR DELLE SELGUENTI VIE: V.D`AZEGLIO-CAIRO-MANARA-CATTANEO-MENOTTI-SPERI-FERRUCCIO-PIER CAPPONI';B3;AG00000777;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'2 TR.C/SO UMBERTO-V.CAVOUR-PIAZZA IV NOVEMBRE- V.BATTISTI-V.CIRILLI';B4;AG00000778;21;Abitazioni di tipo economico;S;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'V.LE DELLA VITTORIA-V.NARBONE-1 TR.VILLA COM/LE-V.GIARROCCO-V/LE REGINA MARGHERITA FINO INCROCIO V.CAIROH-V.PIAVE';B5;AG00000779;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;B;'V.CAVOUR-GOLDONI- MANZONI-1TR.V.NAZIONALE-VITT.VENETO-MICCA-L/GO S.ROSALIA-P/ZA PALERMO-CASERTA-LEPANTO-NAPOLI-SEMINARIO';B6;AG00000780;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;C;'CAP.IPPOLITO-V.REG.SICILIANA-V/LE REGINA ELENA-V.GIGLIA-CAMPANIA-LARGO MELI-V.CIRILLO';C1;AG00000120;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;C;'V.AMATO-SALVEMINI-AMENDOLA-RAMPI-LIVATINO-VIVALDI-MASCAGNI';C2;AG00000097;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;D;'V.C.ALBERTO-TOTI-BARONE LOMBARDO- TORRICELLI-MICCA-LIBERTA`-TRIESTE-DE AMICIS-DIAZ-BORSI';D1;AG00000111;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;D;'PIRANDELLO-FOSCOLO-GIOBERTI-TOMMASEO-BERCHET';D2;AG00000112;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;D;'V.GIUDICE SAETTA-PERTINI-PANTANO-S.DOMENICO-S.VINCENZO-PASOLINI';D3;AG00000100;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;E;'C/DA RINAZZI-MONTAGNA';E1;AG00000123;1;Ville e Villini;N;2;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;E;'C/DA PIDOCCHIO-CALICI';E2;AG00000415;1;Ville e Villini;N;3;
ISOLE;SICILIA;AG;19084011;U2AK; ;B602;CANICATTI`;R;'RURALE';R;AG00000723;0;Non presente; ;3;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;B;'C/SO UMBERTO-P.ZZA DUOMO-V.ROMA';B1;AG00000131;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;C;'V.G.MATTEOTTI (FINO AL CAMPO SPORTIVO)';C1;AG00000126;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;C;'V.VITT.VENETO-REG.ELENA-(VECCHIO CENTRO)';C2;AG00000127;21;Abitazioni di tipo economico;O;1;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;C;'V.TORINO-VENEZIA-MARSALA';C3;AG00000763;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;D;'V.MATTEOTTI A VALLE E A MONTE-MORO-PALAK- V.ON BONFIGLIO';D1;AG00000134;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084012;U2AL; ;C275;CASTELTERMINI;R;'RURALE';R;AG00000722;0;Non presente; ;2;
ISOLE;SICILIA;AG;19084013;U2AM; ;C341;CASTROFILIPPO;B;'V.REG.ELENA-C/SO UMBERTO-P.ZZA GIOVANNI 23';B1;AG00000140;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084013;U2AM; ;C341;CASTROFILIPPO;C;'V.PISTOIA-FOSCOLO-LEOPARDI-VERDI-VERCELLI-TRIESTE-ARIOSTO-MINGHETTI-CAVOUR-TORINO';C1;AG00000141;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084013;U2AM; ;C341;CASTROFILIPPO;D;'V.BONFFIGLIO-NAZIONALE';D1;AG00000393;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084013;U2AM; ;C341;CASTROFILIPPO;R;'RURALE';R1;AG00000797;129;Vigneto; ;1;
ISOLE;SICILIA;AG;19084014;U2AN; ;C356;CATTOLICA ERACLEA;B;'V.MARCONI-PIETA-CASOLA-AMENDOLA-LIBERTA-COLLEGGIO-C.SO REG MARGH-V S.MICHELE';B1;AG00000146;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084014;U2AN; ;C356;CATTOLICA ERACLEA;D;'V.MARRUGGELLO-IMMACOLATA-ORETO-C.SO REG MARGH-V.S.MICHELE-DANTE-CAVOUR';D1;AG00000147;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084014;U2AN; ;C356;CATTOLICA ERACLEA;E;'ERACLEA MINOA (ZONA DI VILLEGGIATURA)';E1;AG00000148;1;Ville e Villini;N;2;
ISOLE;SICILIA;AG;19084014;U2AN; ;C356;CATTOLICA ERACLEA;R;'RURALE';R;AG00000718;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084015;U2AP; ;C668;CIANCIANA;B;'C/SO V.EMAN-V.REGINA ELENA-1TR V.ROMA-ARIOSTO-SALITA TINAGLIA';B1;AG00000153;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084015;U2AP; ;C668;CIANCIANA;C;'2TR V.ROMA-V.GERLANDO RE-DATO-GENTILE';C1;AG00000154;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084015;U2AP; ;C668;CIANCIANA;D;'V.FOSCOLO-PAPA GIOV 23-C/SO CINQUEMANI V.ALFIERI';D1;AG00000155;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084015;U2AP; ;C668;CIANCIANA;R;'RURALE';R1;AG00000808;101;Seminativo; ;1;
ISOLE;SICILIA;AG;19084016;U2AQ; ;C928;COMITINI;B;'P/ZZA UMBERTO-V.BELLANCA 1TR-PRINCIPE DI NAPOLI 1TR-VITT.EMANUELE 1TR. V.ROMA';B1;AG00000161;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084016;U2AQ; ;C928;COMITINI;C;'2TR V.PRINCIPE DI NAPOLI-2TR V.V.EMANUELE-V.R.SETTIMO-V.BIXIO';C1;AG00000162;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084016;U2AQ; ;C928;COMITINI;D;'2TR BIXIO-V.APOLLO11-VERGA-VELLA-MACALUSO';D1;AG00000163;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084016;U2AQ; ;C928;COMITINI;R;'RURALE';R1;AG00000796;101;Seminativo; ;1;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;B;'V.ROMA-VITT EMANUELE-P.ZZA CAVOUR-P.ZZA VESPRI';B1;AG00000172;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;B;'IV NOVEMBRE E TRAV.-VITT. VENETO (1?TR FINO A V.SALINARI)-KENNEDY-ZACCAGNINI-DARWIN-MENDEL';B2;AG00000419;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;C;'VIE E TRAV: AGRIGENTO, URSO, CRISPI - VITT.VENTO (II TR.)-FOSCOLO-LIMITE SUD FG.39-P.ZZA GIGLIA';C1;AG00000173;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;C;'DE GASPERI-P.S.MATTARELLA-DELLA RESISTENZA-FIRENZE';C2;AG00000420;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;D;'VIE E TRAV: EMPEDOCLE, AMBROSINI, NENNI, CALLEA, STATI UNITI, CAP. MAZZA, S.ANGELO, B. MENDOLA, LA TORRE';D1;AG00000174;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;D;'VIE E TRAV.: OLANDA, FRANCIA, DON MILANI, EINAUDI, MONTECITORIO';D2;AG00000421;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;E;'C/DA 4 STRADE-CALDARE E BIVIO GROTTE';E1;AG00000175;21;Abitazioni di tipo economico;N;3;
ISOLE;SICILIA;AG;19084017;U2AR; ;D514;FAVARA;R;'RURALE';R;AG00000731;0;Non presente; ;3;
ISOLE;SICILIA;AG;19084018;U2AS; ;E209;GROTTE;B;'V/LE VITT-C/SO GARIBALDI-1TR V.CRISPI-CAVOUR-DUCA D AOSTA-SOLE-GIOBERTI-EMPEDOCLE-GARIBALDI';B1;AG00000179;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084018;U2AS; ;E209;GROTTE;C;'V CIRCONVALLAZIONE-V.LE DELLA VITT-C.SO GARIBALDI-MADONNA DELLE GRAZIE-DIETRO DEL CARMELO V.CAVOUR-LINCOL-ACQUANOVA';C1;AG00000180;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084018;U2AS; ;E209;GROTTE;D;'2TR CRISPI-V.PERTINI-DIETRO DEL CARMELO-DUCA D AOSTA-ACQUANOVA-CAVOUR-MADONNA DELLE GRAZIE-GRAMSC-PADRE VINTI-PISACANE';D1;AG00000181;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084018;U2AS; ;E209;GROTTE;R;'RURALE';R;AG00000738;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084019;U2AT; ;E390;JOPPOLO GIANCAXIO;B;'V.ROMA-C/SO UMBERTO';B1;AG00000186;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084019;U2AT; ;E390;JOPPOLO GIANCAXIO;C;'TRAVERSE DI V.ROMA E C/SO UMBERTO';C1;AG00000187;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084019;U2AT; ;E390;JOPPOLO GIANCAXIO;D;'V/LE PIANO CORSA-GARDENIE-P.ZZA CALVARIO-CARMINE-V.CALVARIO';D1;AG00000188;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084019;U2AT; ;E390;JOPPOLO GIANCAXIO;R;'RURALE';R;AG00000740;0;Non presente; ;1;
ISOLE;SICILIA;AG;19084020;U2AU; ;E431;LAMPEDUSA E LINOSA;B;'V.ROMA-ARIOSTO-P.GARIBALDI-BRIGNONE- ( LAMPEDUSA )';B1;AG00000194;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084020;U2AU; ;E431;LAMPEDUSA E LINOSA;B;'V.VITT EMANUELE ( LINOSA )';B2;AG00000195;21;Abitazioni di tipo economico;N;2;
ISOLE;SICILIA;AG;19084020;U2AU; ;E431;LAMPEDUSA E LINOSA;D;'V.CRISPI-STAZZONE-CISTERNA-( LAMPEDUSA )';D1;AG00000196;21;Abitazioni di tipo economico;N;1;
ISOLE;SICILIA;AG;19084020;U2AU; ;E431;LAMPEDUSA E LINOSA;E;'LOC.GUITGIA (LAMPEDUSA)';E1;AG00000197;1;Ville e Villini;N;1;
ISOLE;SICILIA;AG;19084021;U2AV; ;E573;LICATA;B;'V.ROMA-AMENDOLA-DANTE-MAROTTA-S.PAOLO-BUCCERI-N.SAURO-P.S.ANGELO-LINARES(DA MATTEOT A MARCONI)-C/SO VITT EMAN';B1;AG00000217;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084021;U2AV; ;E573;LICATA;B;'P.ZZA PROGRESSO-1TRC/SO UMBERTO(FINO A P.ZZA LINARES)-V.ROMA-(DA LUCCHESE A P.ZZA PROGRESSO)';B2;AG00000199;20;Abitazioni civili;N;1;
ISOLE;SICILIA;AG;19084021;U2AV; ;E573;LICATA;B;'LATO OVEST DEL C/SO ROMA E DEL C/SO VITT EMANUELE';B3;AG00000776;21;Abitazioni di tipo economico;S;1;
